time_s,current_score,candidate_score,uncertainty,gate_condition,action,current_mlu,candidate_mlu
202,0.34650877192982454,0.3318296205200282,0.025,False,keep,0.772,0.7154
204,0.45998586395873625,0.37734212901805375,0.065,True,defer,0.8449,0.7729
206,0.4659297679593134,0.3739464471403813,0.065,True,install,0.8427,0.7692
208,0.4041665089237426,0.35995040485829954,0.065,False,keep,0.8151,0.753
210,0.5913120292887027,0.3878371415356152,0.065,True,defer,0.8805,0.7838
212,0.4903708937198066,0.3829278481012659,0.065,True,install,0.8551,0.7788
214,0.5147178471737612,0.3856564102564102,0.065,True,defer,0.8567,0.7816
216,0.4511607843137254,0.37522192676547517,0.065,True,install,0.8368,0.7706
218,0.2521451676128683,0.2418716973307954,0.025,False,keep,0.6301,0.541886
220,0.2739610613422411,0.27582935180345003,0.025,False,keep,0.6707,0.6174
222,0.2376875875875876,0.23145148290520537,0.025,False,keep,0.6004,0.516344
224,0.2895092617007251,0.2756826782449726,0.025,False,keep,0.6966,0.6171
226,0.2760358535462082,0.2807343104373491,0.025,False,keep,0.6743,0.6273
228,0.2684393910350929,0.2763190775681341,0.025,False,keep,0.6609,0.6184
230,0.265308120649652,0.25104613290327304,0.025,False,keep,0.6552,0.563472
232,0.26777542609462235,0.25650270572978073,0.025,False,keep,0.6597,0.5759
234,0.2575866337322572,0.24570184944921802,0.025,False,keep,0.6407,0.551002
236,0.2813995893872394,0.26182558518080123,0.025,False,keep,0.6834,0.587724
238,0.2710650717703349,0.2549592611884448,0.025,False,keep,0.6656,0.5724159999999999
240,0.2311319236346061,0.23211410788381745,0.025,False,keep,0.5862,0.518
242,0.23876963881198088,0.2322431501521763,0.025,False,keep,0.6027,0.518322
244,0.25443544061302686,0.24409681978798586,0.025,False,keep,0.6346,0.5472
246,0.2432061855670103,0.24451790615316513,0.025,False,keep,0.612,0.5482
248,0.2408561911427844,0.24287991551459293,0.025,False,keep,0.6071,0.5443
250,0.23637813121272366,0.23713151618398634,0.025,False,keep,0.5976,0.5304
252,0.26579877144518754,0.25138204783203366,0.025,False,keep,0.6561,0.564246
254,0.2355872246968572,0.23235461154964684,0.025,False,keep,0.5959,0.5186
256,0.23544797230464887,0.2405889852558543,0.025,False,keep,0.5956,0.5388
258,0.2464662404930501,0.2378199306694763,0.025,False,keep,0.6187,0.532082
260,0.23745313046738314,0.23127970267886286,0.025,False,keep,0.5999,0.515914
262,0.22891707069500838,0.2249680218824113,0.025,False,keep,0.5813,0.49991800000000003
264,0.22810924494649226,0.2243650415146622,0.025,False,keep,0.5795,0.49837
266,0.23314096238397655,0.2281050679071053,0.025,False,keep,0.5906,0.507916
268,0.22468750583839325,0.22180047717274107,0.025,False,keep,0.5718,0.49174799999999996
270,0.17668539197812216,0.19879620813606874,0.025,False,keep,0.4515,0.4297
272,0.16357905982905982,0.18022572161642078,0.025,False,keep,0.415,0.3764
274,0.15522126436781608,0.1752581505561648,0.025,False,keep,0.391,0.3617
276,0.1848517331433998,0.20084078993978036,0.025,False,keep,0.4735,0.4354
278,0.16876044880785412,0.1926643294758339,0.025,False,keep,0.4296,0.4124
280,0.15878499665942875,0.1785292873051225,0.025,False,keep,0.4013,0.3714
282,0.17518695258776693,0.1965506590357267,0.025,False,keep,0.4474,0.4234
284,0.16238334466349422,0.18223680994010036,0.025,False,keep,0.4116,0.3823
286,0.16238334466349422,0.17930876177550692,0.025,False,keep,0.4116,0.3737
288,0.1625589343425753,0.18036174582798462,0.025,False,keep,0.4121,0.3768
290,0.1624184557198708,0.18053184117552593,0.025,False,keep,0.4117,0.3773
292,0.15597963085036254,0.17227911001236093,0.025,False,keep,0.3932,0.3528
294,0.1604924048501179,0.17646916259650228,0.025,False,keep,0.4062,0.3653
296,0.15566920766825734,0.17606510064475545,0.025,False,keep,0.3923,0.3641
298,0.15718925493121166,0.17398364351347143,0.025,False,keep,0.3967,0.3579
300,0.1577088567630442,0.17151260585065434,0.025,False,keep,0.3982,0.3505
302,0.1672975413402959,0.18480824319895114,0.025,False,keep,0.4255,0.3898
304,0.15251028934997568,0.17599779515799402,0.025,False,keep,0.3831,0.3639
306,0.1642843053173242,0.18056586893671697,0.025,False,keep,0.417,0.3774
308,0.14151260585065434,0.16657910897049968,0.025,False,keep,0.3505,0.3356
310,0.13971827378225682,0.16326528910303928,0.025,False,keep,0.3451,0.3255
312,0.14721096837944664,0.16713924475629996,0.025,False,keep,0.3675,0.3373
314,0.13375594353640416,0.1546786733238231,0.025,False,keep,0.327,0.299
316,0.16024800252312868,0.17785269584522675,0.025,False,keep,0.4055,0.3694
318,0.14492237994681684,0.1659538908899895,0.025,False,keep,0.3607,0.3337
320,0.14798792446842274,0.1675350529100529,0.025,False,keep,0.3698,0.3385
322,0.15429259032205328,0.17819085133418042,0.025,False,keep,0.3883,0.3704
324,0.13740307825955583,0.15725505050505048,0.025,False,keep,0.3381,0.307
326,0.15508354118805381,0.1818269470027468,0.025,False,keep,0.3906,0.3811
328,0.16080687721369538,0.17937661316083692,0.025,False,keep,0.4071,0.3739
330,0.16598268765133173,0.18982940658049352,0.025,False,keep,0.4218,0.4043
332,0.16056226415094338,0.1846362821352546,0.025,False,keep,0.4064,0.3893
334,0.1615066804873921,0.18056586893671697,0.025,False,keep,0.4091,0.3774
336,0.1526128932857606,0.17114649554257608,0.025,False,keep,0.3834,0.3494
338,0.1628752129471891,0.18377762557077626,0.025,False,keep,0.413,0.3868
340,0.14808937529766628,0.1725460396039604,0.025,False,keep,0.3701,0.3536
342,0.1534004191762982,0.17819085133418042,0.025,False,keep,0.3857,0.3704
344,0.16751123453563338,0.18923721124874457,0.025,False,keep,0.4261,0.4026
346,0.1642843053173242,0.17937661316083692,0.025,False,keep,0.417,0.3739
348,0.16407258396161756,0.1844987686139748,0.025,False,keep,0.4164,0.3889
350,0.16790335195530726,0.18384624796084828,0.025,False,keep,0.4272,0.387
352,0.16879620813606874,0.1929807013806034,0.025,False,keep,0.4297,0.4133
354,0.15708542080848242,0.17673875611295156,0.025,False,keep,0.3964,0.3661
356,0.1629807013806034,0.18597963085036254,0.025,False,keep,0.4133,0.3932
358,0.18331306068601583,0.19662172102706452,0.025,False,keep,0.4694,0.4236
360,0.2347993839329719,0.2294039279869067,0.025,False,keep,0.5942,0.5112
362,0.23853391151332326,0.23786829841812737,0.025,False,keep,0.6022,0.5322
364,0.22864745409015025,0.22476688000950865,0.025,False,keep,0.5807,0.499402
366,0.2390056451612903,0.23241557497174012,0.025,False,keep,0.6032,0.518752
368,0.23332457212713933,0.2407548611111111,0.025,False,keep,0.591,0.5392
370,0.23186023774866568,0.24029897705130981,0.025,False,keep,0.5878,0.5381
372,0.22066828989483311,0.2246492263924935,0.025,False,keep,0.5626,0.4991
374,0.24740092250922513,0.23849055047138656,0.025,False,keep,0.6206,0.5337160000000001
376,0.23236243614692287,0.22752887566913718,0.025,False,keep,0.5889,0.506454
378,0.23962057522123895,0.23286442374981778,0.025,False,keep,0.6045,0.51987
380,0.42860219584109244,0.3517029828993393,0.065,True,defer,0.8389,0.7427
382,0.4811075916230365,0.3510038342370255,0.065,True,install,0.8472,0.7418
384,0.38903055923961094,0.34344962714392246,0.065,False,keep,0.8115,0.7318
386,0.4560409574468085,0.37939972209871053,0.065,True,defer,0.8355,0.7751
388,0.570656520850368,0.39406233936220847,0.065,True,install,0.8777,0.7899
390,0.34660112988152697,0.3512365160915083,0.025,False,keep,0.7721,0.7421
392,0.5545488764044942,0.3598219663532344,0.065,True,defer,0.8754,0.752844
394,0.4453333333333332,0.36395867052023123,0.065,True,install,0.832,0.7578
396,0.42409629629629636,0.35774320184221065,0.065,False,keep,0.8272,0.7503
398,0.2654715166908563,0.2535441968430826,0.025,False,keep,0.6555,0.5692
400,0.2832071428571429,0.2630051962821214,0.025,False,keep,0.6864,0.590304
402,0.28224060913705584,0.2759271966527197,0.025,False,keep,0.6848,0.6176
404,0.2801461484154377,0.26100382126970023,0.025,False,keep,0.6813,0.585918
406,0.2624464367323622,0.25314982047718326,0.025,False,keep,0.6499,0.5683
408,0.2498329439252336,0.24022859907589755,0.025,False,keep,0.6255,0.5379299999999999
410,0.27151606714628296,0.26966795649974706,0.025,False,keep,0.6664,0.6046
412,0.26794117647058824,0.2612228239845261,0.025,False,keep,0.66,0.5864
414,0.2522969696969697,0.25801967554076544,0.025,False,keep,0.6304,0.5793
416,0.2760358535462082,0.2582876001518679,0.025,False,keep,0.6743,0.579898
418,0.24784527741083223,0.23951356188012074,0.025,False,keep,0.6215,0.5362
420,0.23721894658012982,0.23110803654781267,0.025,False,keep,0.5994,0.515484
422,0.25280387954422134,0.2423381036070337,0.025,False,keep,0.6314,0.5430039999999999
424,0.2418119659759529,0.24620989280928987,0.025,False,keep,0.6091,0.5522
426,0.2710087817638266,0.25605856857210063,0.025,False,keep,0.6655,0.5749
428,0.2588416853460353,0.24657783903439878,0.025,False,keep,0.6431,0.553066
430,0.2554111072902338,0.24417676802324292,0.025,False,keep,0.6365,0.5473899999999999
432,0.25078451422436926,0.2409059076093094,0.025,False,keep,0.6274,0.5395639999999999
434,0.2579517847183491,0.25045192395524096,0.025,False,keep,0.6414,0.5621
436,0.24291690684508493,0.2577959164292497,0.025,False,keep,0.6114,0.5788
438,0.2362849230004968,0.23042250692256436,0.025,False,keep,0.5974,0.513764
440,0.2632516064257028,0.2577064784053156,0.025,False,keep,0.6514,0.5786
442,0.2423396357106208,0.2348418590739603,0.025,False,keep,0.6102,0.524772
444,0.23350834557023986,0.22837665100245017,0.025,False,keep,0.5914,0.5086040000000001
446,0.22945733532934132,0.22790156313438895,0.025,False,keep,0.5825,0.5074
448,0.24441618028534373,0.23634395430831548,0.025,False,keep,0.6145,0.52847
450,0.18598268863419293,0.20037338310655592,0.025,False,keep,0.4765,0.4341
452,0.1736954867971978,0.18881976277981957,0.025,False,keep,0.4433,0.4014
454,0.1780805535156967,0.20094874623427253,0.025,False,keep,0.4553,0.4357
456,0.15309206762028607,0.16951935545385202,0.025,False,keep,0.3848,0.3445
458,0.1607369709998314,0.18319482436168483,0.025,False,keep,0.4069,0.3851
460,0.18204307116104868,0.1970128237441335,0.025,False,keep,0.466,0.4247
462,0.16555731791508455,0.18923721124874457,0.025,False,keep,0.4206,0.4026
464,0.1742767023959647,0.19336775956284152,0.025,False,keep,0.4449,0.4144
466,0.16658618820468343,0.18504911812961444,0.025,False,keep,0.4235,0.3905
468,0.1554623993095512,0.18008974358974358,0.025,False,keep,0.3917,0.376
470,0.151281124093473,0.17462041549515775,0.025,False,keep,0.3795,0.3598
472,0.15384624796084828,0.17291333875716722,0.025,False,keep,0.387,0.3547
474,0.16580538707447728,0.18625577557755776,0.025,False,keep,0.4213,0.394
476,0.14961418292292933,0.1725460396039604,0.025,False,keep,0.3746,0.3536
478,0.16608911143796504,0.18975968702802484,0.025,False,keep,0.4221,0.4041
480,0.15515239658568614,0.17509023168440827,0.025,False,keep,0.3908,0.3612
482,0.15223680994010036,0.1731806633048875,0.025,False,keep,0.3823,0.3555
484,0.14613241702060722,0.17091367649316752,0.025,False,keep,0.3643,0.3487
486,0.1543613041700736,0.17031556806002143,0.025,False,keep,0.3885,0.3469
488,0.15542794214332675,0.17184570161912102,0.025,False,keep,0.3916,0.3515
490,0.14606510064475545,0.17244592160197927,0.025,False,keep,0.3641,0.3533
492,0.15750092961487383,0.1727797390428992,0.025,False,keep,0.3976,0.3543
494,0.1596551325058705,0.17832619198982835,0.025,False,keep,0.4038,0.3708
496,0.13641449466085126,0.15487144488863505,0.025,False,keep,0.3351,0.2996
498,0.14961418292292933,0.17164581343398552,0.025,False,keep,0.3746,0.3509
500,0.1474810471742916,0.1675350529100529,0.025,False,keep,0.3683,0.3385
502,0.15753557612485472,0.16869876786001964,0.025,False,keep,0.3977,0.342022
504,0.14374928438083384,0.16641449466085126,0.025,False,keep,0.3572,0.3351
506,0.1572584936163157,0.17849543104819468,0.025,False,keep,0.3969,0.3713
508,0.16715515307009915,0.18070200900032143,0.025,False,keep,0.4251,0.3778
510,0.1548426446484183,0.1728799349240781,0.025,False,keep,0.3899,0.3546
512,0.14636811023622046,0.1688900365074536,0.025,False,keep,0.365,0.3426
514,0.15312631685904732,0.1760987574709028,0.025,False,keep,0.3849,0.3642
516,0.16129659763313609,0.18042977528089887,0.025,False,keep,0.4085,0.377
518,0.16157673522938887,0.18305782138794083,0.025,False,keep,0.4093,0.3847
520,0.1598991393786734,0.1807700964630225,0.025,False,keep,0.4045,0.378
522,0.17723537477148082,0.18850698498748958,0.025,False,keep,0.453,0.4005
524,0.15522126436781608,0.17388318804483185,0.025,False,keep,0.391,0.3576
526,0.16481416595012896,0.17569505494505494,0.025,False,keep,0.4185,0.363
528,0.16936887198874626,0.195380233660976,0.025,False,keep,0.4313,0.4201
530,0.1735866247755835,0.1904924048501179,0.025,False,keep,0.443,0.4062
532,0.17741891582799635,0.19562817679558012,0.025,False,keep,0.4535,0.4208
534,0.17540579710144927,0.19569905008635577,0.025,False,keep,0.448,0.421
536,0.1706249823071479,0.1925238095238095,0.025,False,keep,0.4348,0.412
538,0.17907564575645757,0.20073286864931847,0.025,False,keep,0.458,0.4351
540,0.20713151618398634,0.20903873362848183,0.025,False,keep,0.5304,0.4579
542,0.2380632898696088,0.23172656934620925,0.025,False,keep,0.6012,0.5170319999999999
544,0.20412526205450734,0.20918640852870593,0.025,False,keep,0.523,0.4583
546,0.23410674564203288,0.2320740458411118,0.025,False,keep,0.5927,0.5179
548,0.23623833498882546,0.24017479446127216,0.025,False,keep,0.5973,0.5378
550,0.22336883116883116,0.22080767638675727,0.025,False,keep,0.5688,0.489168
552,0.24023741755454084,0.23331406303808672,0.025,False,keep,0.6058,0.520988
554,0.25863189896445565,0.25049518044769303,0.025,False,keep,0.6427,0.5622
556,0.2623393591207537,0.250971553698191,0.025,False,keep,0.6497,0.5633
558,0.2512369585687382,0.24317307692307694,0.025,False,keep,0.6283,0.545
560,0.46537795071335925,0.3616071428571429,0.065,True,defer,0.8458,0.755
562,0.3297857605177994,0.2977202115158637,0.025,False,keep,0.7528,0.6596
564,0.46553586395873625,0.3908651031894935,0.065,True,defer,0.8449,0.7868
566,0.4504825895567699,0.36523422309929365,0.065,True,install,0.8353,0.7593
568,0.3559518454837231,0.3435233028720627,0.025,False,keep,0.7819,0.7319
570,0.3705686274509804,0.3546920611439842,0.025,False,keep,0.796,0.7465
572,0.5462574468085104,0.3995900317227916,0.065,True,defer,0.8684,0.7951
574,0.36840291262135927,0.3705401108269395,0.025,False,keep,0.794,0.7654
576,0.45628073971761807,0.3459752265861027,0.065,True,defer,0.8371,0.7352
578,0.25356686870062656,0.24812830475975636,0.025,False,keep,0.6329,0.5567
580,0.24948358208955226,0.24574336711962577,0.025,False,keep,0.6248,0.5511
582,0.2670040313140181,0.2522053123781295,0.025,False,keep,0.6583,0.566138
584,0.2579517847183491,0.24834245709123756,0.025,False,keep,0.6414,0.5572
586,0.2796118898623279,0.27789471458773785,0.025,False,keep,0.6804,0.6216
588,0.26585337405468296,0.25141940294903453,0.025,False,keep,0.6562,0.564332
590,0.25905171809256655,0.25548255159474675,0.025,False,keep,0.6435,0.5736
592,0.24301328527291455,0.23856618214975328,0.025,False,keep,0.6116,0.5339
594,0.2790203056768559,0.26026309267865566,0.025,False,keep,0.6794,0.584284
596,0.2588941704035874,0.26113192363460613,0.025,False,keep,0.6432,0.5862
598,0.24095155971479498,0.2495885371675381,0.025,False,keep,0.6073,0.5601
